scenario,parameter,value,protocol,metric,mean,ci95,n_runs,censored_fraction
s6_depth,waterDepth,300.0,DBR,energy_gap_J,8.431006300000002,0.47743030230282985,20,0.0
s6_depth,waterDepth,500.0,DBR,energy_gap_J,9.46003975,0.4410100925850629,20,0.0
s6_depth,waterDepth,700.0,DBR,energy_gap_J,10.100975700000001,0.41151033324096836,20,0.0
s6_depth,waterDepth,1000.0,DBR,energy_gap_J,11.122621449999999,0.4519007762471674,20,0.0
s6_depth,waterDepth,100.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,200.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,300.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,500.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,700.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,1000.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,100.0,Classic-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,200.0,Classic-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,300.0,Classic-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,500.0,Classic-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,700.0,Classic-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,1000.0,Classic-VBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,100.0,HHVBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,200.0,HHVBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,300.0,HHVBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,500.0,HHVBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,700.0,HHVBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,1000.0,HHVBF,lifetime_s,,,0,1.0
s6_depth,waterDepth,100.0,DBR,lifetime_s,,,0,1.0
s6_depth,waterDepth,200.0,DBR,lifetime_s,,,0,1.0
s6_depth,waterDepth,300.0,DBR,lifetime_s,,,0,1.0
s6_depth,waterDepth,500.0,DBR,lifetime_s,,,0,1.0
s6_depth,waterDepth,700.0,DBR,lifetime_s,,,0,1.0
s6_depth,waterDepth,1000.0,DBR,lifetime_s,,,0,1.0
